chemical,protein,label
753,ENSP00000360777,1
5268,ENSP00000311876,0
5358,ENSP00000358963,1
6917655,ENSP00000331327,0
3339,ENSP00000366797,0
6291,ENSP00000344829,0
71301,ENSP00000416293,0
360682,ENSP00000396308,1
41774,ENSP00000365851,0
5329098,ENSP00000299518,0
5381,ENSP00000348911,0
2430,ENSP00000441600,0
3394,ENSP00000277865,0
3032915,ENSP00000344456,0
122296,ENSP00000220764,0
6089,ENSP00000234111,0
3985498,ENSP00000295589,0
3372,ENSP00000366506,1
23991,ENSP00000408695,0
3981,ENSP00000347717,0
3032,ENSP00000295454,0
5589,ENSP00000369530,0
4078,ENSP00000443194,0
2583,ENSP00000306866,0
9875401,ENSP00000324124,0
5691,ENSP00000356920,0
60842,ENSP00000356920,0
312,ENSP00000262948,0
4106,ENSP00000356694,0
11556427,ENSP00000377083,0
16133831,ENSP00000337915,0
60825,ENSP00000256104,0
5376,ENSP00000267085,0
1546,ENSP00000264595,0
2995,ENSP00000354859,1
2200,ENSP00000267814,0
3365,ENSP00000222982,1
1986,ENSP00000358107,1
753,ENSP00000320171,1
89594,ENSP00000260116,0
2534,ENSP00000228740,0
3086686,ENSP00000257290,1
4205,ENSP00000369960,1
24267,ENSP00000263774,0
2161,ENSP00000257549,0
38409,ENSP00000260682,1
5709,ENSP00000409378,0
130214,ENSP00000332812,0
14985,ENSP00000313681,0
115077,ENSP00000351682,0
5329098,ENSP00000384400,0
4865,ENSP00000264316,0
59693,ENSP00000412673,0
160,ENSP00000234371,1
1201549,ENSP00000400175,0
6917908,ENSP00000386541,0
753,ENSP00000366005,1
4261,ENSP00000352584,0
1132,ENSP00000343925,0
961,ENSP00000309477,1
5282280,ENSP00000342560,1
4926,ENSP00000252029,0
5372,ENSP00000337915,1
71307,ENSP00000356022,0
3086686,ENSP00000455607,1
312,ENSP00000285379,1
50287,ENSP00000262178,0
115077,ENSP00000261007,0
5287969,ENSP00000309591,0
644073,ENSP00000350616,0
3658,ENSP00000215980,0
4098,ENSP00000252029,0
5472,ENSP00000228740,0
9651,ENSP00000354822,0
5311304,ENSP00000357067,0
121850,ENSP00000365926,0
4422,ENSP00000313007,0
4865,ENSP00000339001,1
311,ENSP00000318912,1
3715,ENSP00000369927,1
4078,ENSP00000306490,1
753,ENSP00000242375,1
6917908,ENSP00000396308,1
2708,ENSP00000264170,0
3825,ENSP00000361666,1
5359371,ENSP00000394624,1
3007,ENSP00000340684,1
5074,ENSP00000301141,0
26757,ENSP00000261208,0
23994,ENSP00000447173,1
5202,ENSP00000289753,1
40468198,ENSP00000386284,0
23994,ENSP00000312673,1
3762,ENSP00000380514,0
16197727,ENSP00000243911,1
5358,ENSP00000358414,0
123631,ENSP00000309591,0
129211,ENSP00000288135,0
3658,ENSP00000299518,0
21855,ENSP00000361125,0
129806,ENSP00000010404,0
5122,ENSP00000316244,1
5311018,ENSP00000257290,0
5280360,ENSP00000304414,1
5372,ENSP00000286479,0
5280360,ENSP00000354652,1
54746,ENSP00000368766,1
5656,ENSP00000370989,0
3648,ENSP00000332659,0
5530,ENSP00000348918,0
4543,ENSP00000358301,1
2169,ENSP00000305372,1
5202,ENSP00000324270,1
2332,ENSP00000306390,1
130731,ENSP00000320709,0
399618,ENSP00000262352,0
3446,ENSP00000419628,0
104741,ENSP00000409378,0
5381,ENSP00000367615,0
3825,ENSP00000385571,0
5280360,ENSP00000357727,0
753,ENSP00000325863,1
4543,ENSP00000409378,1
5039,ENSP00000442050,0
501640,ENSP00000323511,0
5311080,ENSP00000264161,0
100516,ENSP00000010404,0
23994,ENSP00000372191,1
298,ENSP00000274192,0
5381226,ENSP00000364361,0
252716,ENSP00000447378,0
322,ENSP00000354961,0
702,ENSP00000296412,1
5775,ENSP00000280155,1
3918,ENSP00000265572,1
5282280,ENSP00000360939,0
5284596,ENSP00000447173,0
5202,ENSP00000353915,1
4485,ENSP00000306662,0
5029,ENSP00000313007,0
450,ENSP00000376176,0
9823820,ENSP00000263967,0
681,ENSP00000243911,1
72968,ENSP00000371110,0
104741,ENSP00000351905,0
4819,ENSP00000372750,1
124886,ENSP00000386171,0
16078,ENSP00000265174,0
6436,ENSP00000288602,0
4788,ENSP00000330032,0
5538,ENSP00000292427,0
10836,ENSP00000360290,0
23994,ENSP00000231948,1
2215,ENSP00000358963,1
5072,ENSP00000217133,0
1065,ENSP00000225831,0
2154,ENSP00000330237,0
444008,ENSP00000339503,0
3547,ENSP00000261799,0
23994,ENSP00000264426,1
6918837,ENSP00000344220,0
2200,ENSP00000237014,0
3964,ENSP00000306662,1
312,ENSP00000296511,1
3648,ENSP00000394624,1
2200,ENSP00000265465,0
4631609,ENSP00000267085,0
3739,ENSP00000370254,0
2215,ENSP00000332679,0
4629,ENSP00000343690,0
755,ENSP00000229277,0
5527,ENSP00000302150,0
23994,ENSP00000430432,1
107992,ENSP00000367959,1
3391,ENSP00000361423,0
166558,ENSP00000353224,0
107807,ENSP00000345502,0
3394,ENSP00000349078,0
5572,ENSP00000219833,0
214,ENSP00000264426,0
5268,ENSP00000299518,0
3337,ENSP00000216254,0
62924,ENSP00000216392,0
2802,ENSP00000367934,0
6623,ENSP00000302232,0
838,ENSP00000362810,1
42955,ENSP00000356671,0
5358,ENSP00000332812,0
5959,ENSP00000354859,1
107971,ENSP00000307241,0
75919,ENSP00000376349,0
312,ENSP00000225275,1
2332,ENSP00000376177,0
312,ENSP00000272317,1
9801640,ENSP00000316244,1
312,ENSP00000321334,1
23991,ENSP00000366410,1
424,ENSP00000359532,0
6000,ENSP00000365926,0
681,ENSP00000296140,1
119380,ENSP00000232217,0
11243969,ENSP00000012443,0
47811,ENSP00000368766,1
3363,ENSP00000308541,0
838,ENSP00000316244,1
312,ENSP00000351035,1
4736,ENSP00000289575,0
16078,ENSP00000358511,1
2145,ENSP00000225174,0
2249,ENSP00000225740,0
2761,ENSP00000284981,0
4477,ENSP00000264657,1
5452,ENSP00000368766,1
71616,ENSP00000260682,1
4595,ENSP00000394624,1
3964,ENSP00000289753,1
160,ENSP00000377948,1
5562,ENSP00000362649,1
214,ENSP00000378408,0
5538,ENSP00000254066,1
3639,ENSP00000240100,0
2854,ENSP00000369050,0
753,ENSP00000373674,1
60852,ENSP00000230882,0
4477,ENSP00000319984,0
4436,ENSP00000308622,0
3385,ENSP00000315644,1
1071,ENSP00000216951,0
6505803,ENSP00000225371,0
5280360,ENSP00000341189,0
6918537,ENSP00000261755,0
44093,ENSP00000298248,0
9824,ENSP00000252029,0
166558,ENSP00000303686,0
4992,ENSP00000305651,0
4369359,ENSP00000296509,0
3916,ENSP00000375892,0
5311018,ENSP00000356480,0
4296,ENSP00000305302,0
51577,ENSP00000404029,0
6436,ENSP00000360549,0
450,ENSP00000275300,1
2733,ENSP00000372112,0
42955,ENSP00000302846,1
5743,ENSP00000336528,1
54746,ENSP00000259271,0
5311080,ENSP00000234961,1
2732,ENSP00000345873,0
3748,ENSP00000291294,0
2854,ENSP00000329357,0
5011,ENSP00000320709,0
71307,ENSP00000334052,0
5072,ENSP00000342007,0
4184,ENSP00000261707,1
121850,ENSP00000332973,0
5568,ENSP00000367959,1
3696,ENSP00000334145,0
4946,ENSP00000343782,1
2764,ENSP00000304767,0
2451,ENSP00000248041,0
23994,ENSP00000331327,1
5464105,ENSP00000263967,0
2913,ENSP00000264914,0
8646,ENSP00000302111,0
187,ENSP00000380247,1
4993,ENSP00000337773,0
312,ENSP00000261349,1
16133831,ENSP00000347717,0
4727,ENSP00000325822,0
2949,ENSP00000362608,0
3964,ENSP00000358301,1
312,ENSP00000380514,1
119,ENSP00000268251,1
2726,ENSP00000361845,0
10635,ENSP00000350256,0
449459,ENSP00000360154,0
934,ENSP00000331831,1
31703,ENSP00000309148,0
311,ENSP00000308622,0
1051,ENSP00000245206,1
2512,ENSP00000367959,1
312,ENSP00000272190,1
5280723,ENSP00000353770,0
4108,ENSP00000346671,0
5466,ENSP00000333821,0
702,ENSP00000340684,0
1220,ENSP00000228740,0
104741,ENSP00000295101,0
5691,ENSP00000278407,0
4171,ENSP00000358301,1
838,ENSP00000353915,1
11626560,ENSP00000216484,0
152945,ENSP00000245312,0
9880,ENSP00000265016,0
5288826,ENSP00000336764,1
1548999,ENSP00000364731,0
5526,ENSP00000303775,0
23925,ENSP00000353770,1
3696,ENSP00000363812,0
100788,ENSP00000324270,0
129211,ENSP00000373169,1
4543,ENSP00000267568,0
3337,ENSP00000276431,0
1548886,ENSP00000368645,0
2099,ENSP00000417214,0
443119,ENSP00000386029,0
5268,ENSP00000368766,1
54459,ENSP00000260447,0
312,ENSP00000303147,1
1798,ENSP00000285379,1
298,ENSP00000308549,1
312,ENSP00000252519,1
4630,ENSP00000428982,0
644077,ENSP00000299178,1
753,ENSP00000336868,1
16135499,ENSP00000400175,0
26721,ENSP00000333534,0
26757,ENSP00000446743,0
5497186,ENSP00000308137,0
57379345,ENSP00000262948,0
3285,ENSP00000414019,0
643976,ENSP00000354813,1
8646,ENSP00000450560,0
784,ENSP00000335592,0
838,ENSP00000270142,1
9395,ENSP00000264381,1
16135499,ENSP00000410732,0
3682,ENSP00000367615,0
170361,ENSP00000310935,0
39468,ENSP00000305372,1
945,ENSP00000285979,0
5210,ENSP00000428982,0
60825,ENSP00000292427,0
114892,ENSP00000347717,1
4782,ENSP00000320043,0
5022,ENSP00000240100,0
3241,ENSP00000274793,0
593,ENSP00000368439,1
4885,ENSP00000306129,1
784,ENSP00000360519,0
753,ENSP00000219240,1
4402,ENSP00000276651,0
4106,ENSP00000316244,1
5052,ENSP00000218099,0
24267,ENSP00000343657,0
5281071,ENSP00000215904,0
12560,ENSP00000381968,0
3177,ENSP00000247970,0
681,ENSP00000219833,1
252716,ENSP00000296140,0
6918537,ENSP00000257248,0
5284570,ENSP00000367615,0
5526,ENSP00000265113,0
610479,ENSP00000295408,0
1541,ENSP00000332591,1
1065,ENSP00000337450,1
445420,ENSP00000265512,0
4745,ENSP00000306662,1
312,ENSP00000353904,1
5304,ENSP00000355645,0
124886,ENSP00000354687,0
951,ENSP00000295589,1
15,ENSP00000264318,0
222528,ENSP00000264170,0
5056,ENSP00000360372,1
4369359,ENSP00000168216,0
5311018,ENSP00000361666,0
667490,ENSP00000354687,0
2724385,ENSP00000325120,0
129211,ENSP00000274793,0
47811,ENSP00000306662,1
934,ENSP00000304283,1
8230,ENSP00000338072,1
6675,ENSP00000267377,0
457954,ENSP00000322991,0
5284603,ENSP00000262554,0
16132429,ENSP00000364709,0
445354,ENSP00000402084,0
1205,ENSP00000370213,0
4436,ENSP00000367848,0
2170,ENSP00000274545,0
23932,ENSP00000234111,0
5282280,ENSP00000328708,1
35370,ENSP00000377549,0
4782,ENSP00000307766,0
1287,ENSP00000272317,0
168572,ENSP00000265572,1
5454,ENSP00000367959,1
5994,ENSP00000209668,0
3845,ENSP00000285379,0
5255,ENSP00000341189,0
6013,ENSP00000325822,1
114892,ENSP00000360290,0
10267,ENSP00000370517,1
122220,ENSP00000375881,0
5311447,ENSP00000262186,0
3054,ENSP00000412673,0
5310960,ENSP00000359211,0
4044,ENSP00000262352,0
107985,ENSP00000357066,0
38409,ENSP00000220764,0
2818,ENSP00000386069,1
5358,ENSP00000315644,0
5329099,ENSP00000311873,0
5381226,ENSP00000290349,0
5280360,ENSP00000305877,1
4495,ENSP00000346805,0
149,ENSP00000353904,0
9933475,ENSP00000217244,0
2826,ENSP00000229447,0
59768,ENSP00000360317,0
1662,ENSP00000309591,0
200,ENSP00000221130,0
3877,ENSP00000389948,0
3086686,ENSP00000292427,0
71246,ENSP00000276373,0
55482,ENSP00000305372,0
1224,ENSP00000354859,1
439302,ENSP00000263967,0
2812,ENSP00000344220,0
4819,ENSP00000313007,0
6013,ENSP00000343925,1
124886,ENSP00000356410,1
4673492,ENSP00000362344,0
951,ENSP00000272928,1
3682,ENSP00000430269,0
5029,ENSP00000389103,0
312,ENSP00000332679,1
5052,ENSP00000323071,0
1935,ENSP00000284440,0
4080,ENSP00000238379,0
1690,ENSP00000329684,0
424,ENSP00000301891,0
644077,ENSP00000324270,1
951,ENSP00000307766,1
4885,ENSP00000350928,0
5662,ENSP00000237858,0
6834,ENSP00000372750,1
890,ENSP00000260191,0
60961,ENSP00000322924,1
3290,ENSP00000361965,0
192314,ENSP00000274353,0
6675,ENSP00000361151,1
54688,ENSP00000263331,0
23991,ENSP00000333994,1
122187,ENSP00000420269,0
100788,ENSP00000308541,0
1051,ENSP00000357494,0
2968,ENSP00000265073,0
16156130,ENSP00000362353,1
951,ENSP00000304414,1
753,ENSP00000236671,1
312,ENSP00000261514,1
6005,ENSP00000340736,0
23930,ENSP00000318351,1
1229,ENSP00000430269,0
447700,ENSP00000367608,0
115077,ENSP00000380252,0
2487,ENSP00000331831,0
2783,ENSP00000299518,0
11301,ENSP00000308622,0
4189,ENSP00000357067,0
445354,ENSP00000209929,0
2215,ENSP00000367959,1
2170,ENSP00000337949,1
62924,ENSP00000252996,0
2719,ENSP00000238018,0
3559,ENSP00000306920,0
3675,ENSP00000312326,1
753,ENSP00000296411,1
123686,ENSP00000331897,0
3000,ENSP00000176183,0
92100,ENSP00000356022,1
5311,ENSP00000362649,1
134018,ENSP00000299518,0
77918,ENSP00000344829,1
4528,ENSP00000369927,0
31307,ENSP00000164139,0
60785,ENSP00000410076,0
5314,ENSP00000411593,0
39468,ENSP00000306662,0
4736,ENSP00000352222,0
5486827,ENSP00000290349,0
124886,ENSP00000261267,1
753,ENSP00000355330,1
5775,ENSP00000355523,0
753,ENSP00000297991,1
1935,ENSP00000323549,0
6918155,ENSP00000365926,0
119461,ENSP00000269980,0
82146,ENSP00000216117,0
92100,ENSP00000264657,0
3913,ENSP00000276651,0
16156130,ENSP00000228476,0
5310960,ENSP00000353915,0
14917,ENSP00000264381,1
1541,ENSP00000354652,1
3177,ENSP00000237858,0
177236,ENSP00000260191,0
57379345,ENSP00000269571,0
19143,ENSP00000364898,0
3392,ENSP00000433290,0
4196,ENSP00000206249,1
393599,ENSP00000363115,0
1541,ENSP00000330284,1
2790,ENSP00000366506,1
5284549,ENSP00000345659,1
4631,ENSP00000354193,0
753,ENSP00000326031,1
643976,ENSP00000245457,0
3914,ENSP00000353099,0
838,ENSP00000321656,0
999,ENSP00000285930,1
5073,ENSP00000357651,0
2216,ENSP00000222286,0
951,ENSP00000255008,1
1810907,ENSP00000352702,0
311,ENSP00000321999,0
681,ENSP00000363596,1
2761,ENSP00000218758,0
2732,ENSP00000345659,1
441300,ENSP00000319788,0
3404,ENSP00000270142,0
446156,ENSP00000360538,0
6505803,ENSP00000383042,0
2512,ENSP00000292596,0
951,ENSP00000451605,1
10591,ENSP00000354876,0
838,ENSP00000332659,1
100516,ENSP00000277942,0
19,ENSP00000277480,1
3151,ENSP00000373169,1
753,ENSP00000304283,1
2995,ENSP00000337949,1
1978,ENSP00000318585,0
712,ENSP00000361141,0
134018,ENSP00000317985,0
19143,ENSP00000263182,0
151069,ENSP00000366797,0
1224,ENSP00000373169,1
5314,ENSP00000343027,0
3410,ENSP00000378295,0
6441264,ENSP00000369519,0
753,ENSP00000269980,1
1548999,ENSP00000260447,0
6437849,ENSP00000347754,0
4044,ENSP00000354612,1
3739,ENSP00000316339,0
5504,ENSP00000225174,0
5363,ENSP00000361151,0
104741,ENSP00000206249,1
5077,ENSP00000320247,0
60961,ENSP00000350256,1
9799453,ENSP00000277480,0
4423,ENSP00000234961,1
107971,ENSP00000333685,0
9934,ENSP00000377969,0
6436,ENSP00000322617,0
1795,ENSP00000269305,0
187,ENSP00000255380,1
192314,ENSP00000364831,0
1355,ENSP00000276431,0
44093,ENSP00000228740,1
3220,ENSP00000410732,0
3648,ENSP00000305302,0
4631,ENSP00000358301,1
6726,ENSP00000323780,0
11556427,ENSP00000350265,0
784,ENSP00000005178,0
104741,ENSP00000287766,0
5202,ENSP00000299727,1
710,ENSP00000359211,1
5149021,ENSP00000265016,0
5281881,ENSP00000215980,0
23994,ENSP00000378306,1
3696,ENSP00000275300,1
2807,ENSP00000235835,0
5408,ENSP00000353820,1
5452,ENSP00000367959,1
5280360,ENSP00000265572,1
312,ENSP00000253122,1
9651,ENSP00000385746,0
5311,ENSP00000448165,0
151069,ENSP00000360154,0
1548886,ENSP00000352584,1
6000,ENSP00000347754,1
33036,ENSP00000351755,0
2687,ENSP00000362344,0
5281969,ENSP00000317721,0
187,ENSP00000303211,1
2913,ENSP00000409378,1
2267,ENSP00000391826,0
2995,ENSP00000369960,1
2714,ENSP00000360576,0
16132429,ENSP00000242375,0
4585,ENSP00000262186,1
91605,ENSP00000254719,0
312,ENSP00000417214,1
16132139,ENSP00000322421,0
5486,ENSP00000262407,1
3404,ENSP00000392859,0
121963,ENSP00000361151,0
10635,ENSP00000363822,1
23932,ENSP00000326219,0
3337,ENSP00000386069,1
5568,ENSP00000411593,0
124886,ENSP00000292596,1
961,ENSP00000232217,1
2818,ENSP00000347754,1
4911,ENSP00000359285,0
3419,ENSP00000353920,0
35370,ENSP00000252029,1
4192,ENSP00000442050,0
5039,ENSP00000359285,0
1050,ENSP00000310721,0
5202,ENSP00000335511,1
681,ENSP00000386069,1
753,ENSP00000304915,1
5589,ENSP00000359991,0
47811,ENSP00000276198,1
94701,ENSP00000339377,0
60648,ENSP00000337949,0
312,ENSP00000312326,1
5280360,ENSP00000292513,1
951,ENSP00000287907,1
3038,ENSP00000272928,0
216239,ENSP00000364361,1
5478,ENSP00000343782,1
1134,ENSP00000331602,0
4179,ENSP00000216714,0
312,ENSP00000321821,1
1205,ENSP00000299847,0
1220,ENSP00000303634,0
2156,ENSP00000412673,0
951,ENSP00000298556,0
23994,ENSP00000362463,1
838,ENSP00000322924,1
2267,ENSP00000272317,0
9801640,ENSP00000304782,0
667490,ENSP00000238379,0
50287,ENSP00000011653,0
9832383,ENSP00000419027,0
449459,ENSP00000339867,0
941361,ENSP00000356094,0
27400,ENSP00000363115,0
34231,ENSP00000342007,0
44668,ENSP00000319501,0
5097,ENSP00000256443,1
10836,ENSP00000280155,1
3177,ENSP00000356438,1
5090,ENSP00000309565,0
1548992,ENSP00000234961,0
3676,ENSP00000181383,0
12560,ENSP00000377948,0
2249,ENSP00000332812,0
2807,ENSP00000252996,0
753,ENSP00000277480,1
6013,ENSP00000370526,0
3779,ENSP00000270142,1
23994,ENSP00000362361,1
3657,ENSP00000323516,0
5280360,ENSP00000358783,1
3038,ENSP00000360317,0
124886,ENSP00000010404,1
5287969,ENSP00000377954,0
34521,ENSP00000371554,0
6005,ENSP00000358963,1
5310985,ENSP00000268097,0
124886,ENSP00000358727,1
3033538,ENSP00000257068,0
23994,ENSP00000337733,1
444033,ENSP00000222482,0
5486827,ENSP00000265572,1
10836,ENSP00000394624,1
28417,ENSP00000217270,0
5645,ENSP00000225371,0
33624,ENSP00000263980,0
4442,ENSP00000264595,0
1051,ENSP00000359532,0
753,ENSP00000346805,1
60961,ENSP00000249041,1
158795,ENSP00000264161,0
3973,ENSP00000270139,0
1071,ENSP00000232219,1
2088,ENSP00000251607,0
16135499,ENSP00000357838,0
2550,ENSP00000252519,1
54797,ENSP00000264047,0
5329098,ENSP00000229277,0
5329098,ENSP00000286301,1
4782,ENSP00000267377,0
94701,ENSP00000384490,0
5512,ENSP00000255380,1
2732,ENSP00000354876,0
2132,ENSP00000242375,0
4673492,ENSP00000320709,0
3869,ENSP00000306662,1
23994,ENSP00000367608,1
5408,ENSP00000358903,1
753,ENSP00000378323,1
9849616,ENSP00000358511,1
59693,ENSP00000356729,0
3100,ENSP00000325312,0
4078,ENSP00000255380,1
445354,ENSP00000266560,1
5311018,ENSP00000371067,0
216239,ENSP00000261937,1
2430,ENSP00000258042,0
298,ENSP00000293897,1
23994,ENSP00000260227,1
449459,ENSP00000395473,0
838,ENSP00000249016,1
5310960,ENSP00000406220,0
440120,ENSP00000316244,0
699,ENSP00000219789,0
5894,ENSP00000418447,0
838,ENSP00000218721,1
4236,ENSP00000318912,0
92730,ENSP00000359991,0
2826,ENSP00000358963,1
3869,ENSP00000393312,0
4926,ENSP00000296474,0
3062,ENSP00000216194,0
5514,ENSP00000285379,1
712,ENSP00000420914,0
3913,ENSP00000349576,0
5329098,ENSP00000282397,1
2430,ENSP00000220809,0
5381,ENSP00000302967,0
4100,ENSP00000369927,0
11243969,ENSP00000370254,0
3567002,ENSP00000369960,1
5656,ENSP00000261707,1
3295,ENSP00000240327,0
23930,ENSP00000339933,1
5361092,ENSP00000339933,0
119461,ENSP00000292513,1
41376,ENSP00000360991,0
23994,ENSP00000364114,1
