chemical,protein,label
951,ENSP00000420269,0
1683,ENSP00000347754,1
4980,ENSP00000316244,1
16157882,ENSP00000434364,0
15897,ENSP00000410076,0
5833,ENSP00000299529,0
4205,ENSP00000262320,0
60785,ENSP00000410076,0
312,ENSP00000307900,1
3639,ENSP00000303775,0
4630,ENSP00000359211,0
3377,ENSP00000297258,0
5936,ENSP00000352900,0
3981,ENSP00000388648,0
9933475,ENSP00000261937,1
57537,ENSP00000308541,0
1440,ENSP00000306397,0
4098,ENSP00000340943,0
5282230,ENSP00000329858,0
2119,ENSP00000306490,0
860,ENSP00000363115,0
5581,ENSP00000351908,0
60961,ENSP00000325425,1
699,ENSP00000264914,0
5556,ENSP00000367848,1
5314,ENSP00000302898,0
2978,ENSP00000268379,0
144,ENSP00000355046,0
252716,ENSP00000269033,0
5152,ENSP00000249042,0
2790,ENSP00000380247,1
3143,ENSP00000248114,0
2764,ENSP00000377914,0
9799453,ENSP00000356438,1
3547,ENSP00000295589,0
3121,ENSP00000304915,0
4236,ENSP00000216392,0
5329102,ENSP00000341189,1
2909,ENSP00000355279,0
1548943,ENSP00000262352,0
1130,ENSP00000267814,0
151166,ENSP00000344456,0
2477,ENSP00000362273,0
5360696,ENSP00000270570,0
4908,ENSP00000321845,0
3382,ENSP00000361699,0
5527,ENSP00000295055,0
44668,ENSP00000354554,0
3793,ENSP00000003100,1
49836058,ENSP00000272928,0
23994,ENSP00000316854,1
4306515,ENSP00000257248,0
3054,ENSP00000349576,0
3241,ENSP00000273430,0
130731,ENSP00000261900,0
4098,ENSP00000337733,0
5073,ENSP00000337949,1
5381226,ENSP00000217901,0
5077,ENSP00000366124,0
60719,ENSP00000358301,0
148121,ENSP00000361465,0
5287844,ENSP00000347754,0
1893,ENSP00000216330,0
951,ENSP00000291294,1
4543,ENSP00000278379,0
92100,ENSP00000334592,0
9917021,ENSP00000250018,0
2729,ENSP00000362649,0
23994,ENSP00000370254,1
5526,ENSP00000263621,0
115146,ENSP00000362361,0
216326,ENSP00000367545,0
2771,ENSP00000219833,1
59768,ENSP00000218516,0
750,ENSP00000305302,1
2267,ENSP00000272317,0
5095,ENSP00000200676,0
3008,ENSP00000454071,0
5645,ENSP00000284562,0
152945,ENSP00000358525,0
119,ENSP00000367848,1
2512,ENSP00000306129,1
11597571,ENSP00000216160,0
5287969,ENSP00000247207,0
57242,ENSP00000313420,0
3143,ENSP00000358730,0
216239,ENSP00000348944,0
1775,ENSP00000306662,0
941651,ENSP00000369456,0
107971,ENSP00000284440,0
6291,ENSP00000334592,0
5403,ENSP00000304408,0
6013,ENSP00000301146,1
9815499,ENSP00000255380,0
2132,ENSP00000242375,0
838,ENSP00000270142,1
5304,ENSP00000411593,1
35370,ENSP00000353915,0
2145,ENSP00000225174,0
5288209,ENSP00000381607,0
5562,ENSP00000353099,0
1573,ENSP00000320171,0
4601,ENSP00000275216,0
3675,ENSP00000296122,0
5280360,ENSP00000352839,1
4920,ENSP00000336528,1
147912,ENSP00000366662,0
4296,ENSP00000216911,0
2783,ENSP00000371138,0
4095,ENSP00000336764,1
3308,ENSP00000256594,0
838,ENSP00000217270,1
681,ENSP00000358963,1
5149021,ENSP00000394624,1
2564,ENSP00000266517,0
252716,ENSP00000285379,0
305,ENSP00000369456,0
5472,ENSP00000301776,0
4913,ENSP00000328708,0
23994,ENSP00000359211,1
3658,ENSP00000226840,0
1440,ENSP00000258400,0
94701,ENSP00000343657,0
753,ENSP00000295055,1
312,ENSP00000347495,1
123878,ENSP00000307259,0
5073,ENSP00000380247,1
4811,ENSP00000265052,0
3762,ENSP00000340523,0
10267,ENSP00000360372,0
176870,ENSP00000313691,0
1206,ENSP00000316244,1
124886,ENSP00000261267,1
71310,ENSP00000315212,0
4168,ENSP00000253799,0
5280346,ENSP00000328708,0
446512,ENSP00000418447,1
4828,ENSP00000363115,0
16132429,ENSP00000248041,0
4296,ENSP00000302111,0
152945,ENSP00000316244,0
593,ENSP00000361699,1
4599,ENSP00000359899,0
5472,ENSP00000221801,0
60769,ENSP00000265100,0
51683,ENSP00000256383,0
124886,ENSP00000361850,0
4991,ENSP00000329093,0
5095,ENSP00000386069,1
3220,ENSP00000343925,1
5401,ENSP00000366416,1
4635,ENSP00000217133,0
3672,ENSP00000318351,0
1329,ENSP00000314649,0
3385,ENSP00000264170,0
4894,ENSP00000332139,0
3514,ENSP00000354522,0
890,ENSP00000337915,0
5202,ENSP00000441600,1
457954,ENSP00000346148,0
5311067,ENSP00000262320,0
2585,ENSP00000372750,0
3440,ENSP00000444788,0
934,ENSP00000352401,1
59768,ENSP00000354859,0
2153,ENSP00000358730,1
216326,ENSP00000231948,1
4927,ENSP00000219789,0
5771,ENSP00000270776,0
10591,ENSP00000346577,0
3077,ENSP00000264316,0
3877,ENSP00000307259,0
2756,ENSP00000339479,0
2370,ENSP00000265294,0
42955,ENSP00000354280,0
16078,ENSP00000265174,0
4080,ENSP00000331201,0
6013,ENSP00000308032,1
1204,ENSP00000269466,0
5677,ENSP00000368766,0
5376,ENSP00000336528,1
36811,ENSP00000269305,0
3964,ENSP00000345282,0
43815,ENSP00000372750,1
5052,ENSP00000414019,0
5959,ENSP00000339377,1
5523,ENSP00000301729,0
3973,ENSP00000309591,0
3290,ENSP00000361965,0
444008,ENSP00000337335,0
2687,ENSP00000343782,1
6291,ENSP00000344829,0
753,ENSP00000280700,1
77992,ENSP00000380252,0
16133831,ENSP00000368766,0
644345,ENSP00000288602,0
3278,ENSP00000318820,0
5508,ENSP00000308622,0
4168,ENSP00000331897,0
5202,ENSP00000217270,1
176870,ENSP00000289753,0
6918837,ENSP00000319730,0
298,ENSP00000272928,1
710,ENSP00000306397,1
6013,ENSP00000222382,1
753,ENSP00000364709,1
5149021,ENSP00000218099,0
23994,ENSP00000311469,1
5645,ENSP00000219070,0
5662,ENSP00000331897,0
2761,ENSP00000380247,1
124087,ENSP00000428426,0
1683,ENSP00000279247,0
5530,ENSP00000258042,0
20469,ENSP00000361666,0
3003,ENSP00000373169,0
2367,ENSP00000247970,1
124886,ENSP00000315644,1
36462,ENSP00000295897,1
4885,ENSP00000389948,0
1690,ENSP00000257770,0
10591,ENSP00000367959,0
18830,ENSP00000338072,1
4788,ENSP00000226444,0
3433,ENSP00000409007,0
312,ENSP00000357153,1
4205,ENSP00000358301,1
3869,ENSP00000306606,0
3603,ENSP00000361642,0
3009,ENSP00000351885,0
53232,ENSP00000265724,1
681,ENSP00000448059,1
119,ENSP00000259271,1
5281969,ENSP00000358511,1
5361092,ENSP00000265572,1
5039,ENSP00000275605,0
4171,ENSP00000270142,0
4735,ENSP00000380514,0
60919,ENSP00000273430,1
2216,ENSP00000296474,0
5186,ENSP00000307445,0
312,ENSP00000265462,1
5376,ENSP00000363822,1
4485,ENSP00000217901,0
6426631,ENSP00000301729,0
2564,ENSP00000368752,0
23994,ENSP00000234310,1
4330,ENSP00000249041,0
3689,ENSP00000430432,0
9904,ENSP00000236826,0
951,ENSP00000385746,0
2169,ENSP00000306490,0
3054,ENSP00000237014,1
753,ENSP00000325690,1
596,ENSP00000310721,0
60490,ENSP00000263774,0
2995,ENSP00000262186,1
5374,ENSP00000256383,0
2733,ENSP00000355192,0
176870,ENSP00000344818,0
5288209,ENSP00000360968,0
9933475,ENSP00000286301,1
5282280,ENSP00000299727,1
3086686,ENSP00000358770,1
5556,ENSP00000386029,1
2405,ENSP00000263025,0
132387,ENSP00000296411,0
16129682,ENSP00000228740,0
757,ENSP00000308032,0
3749,ENSP00000378323,0
5645,ENSP00000237858,0
5282381,ENSP00000316854,0
124886,ENSP00000290349,1
757,ENSP00000440698,0
593,ENSP00000215587,1
774,ENSP00000306662,1
4477,ENSP00000264657,1
312,ENSP00000359991,1
681,ENSP00000364475,0
5381226,ENSP00000335304,0
6437850,ENSP00000262290,0
31307,ENSP00000231751,0
2725,ENSP00000366416,0
5526,ENSP00000250378,0
6918837,ENSP00000362649,1
4428,ENSP00000265572,1
5314,ENSP00000305651,0
6426631,ENSP00000250559,1
9801640,ENSP00000316244,1
3419,ENSP00000265724,0
392622,ENSP00000222982,1
3739,ENSP00000010404,0
5894,ENSP00000261900,1
3648,ENSP00000378323,0
114854,ENSP00000304501,1
35370,ENSP00000419851,0
2239,ENSP00000359998,0
2267,ENSP00000265724,1
16197727,ENSP00000299267,0
4095,ENSP00000266971,0
5073,ENSP00000289753,1
108094,ENSP00000244137,0
4666,ENSP00000269571,1
4885,ENSP00000276198,1
5152,ENSP00000305372,1
774,ENSP00000368766,1
132624,ENSP00000268035,0
160,ENSP00000305877,1
5470,ENSP00000358414,0
2119,ENSP00000376076,0
4248,ENSP00000339933,0
5311447,ENSP00000347689,0
718,ENSP00000269848,1
285,ENSP00000361666,0
25880656,ENSP00000219070,1
3325,ENSP00000275300,1
643976,ENSP00000365926,1
2729,ENSP00000362401,0
1134,ENSP00000309148,0
11597571,ENSP00000339503,1
951,ENSP00000316244,1
3158,ENSP00000353720,0
71120,ENSP00000254663,0
3825,ENSP00000367959,0
4735,ENSP00000262186,1
16134896,ENSP00000331746,1
2333,ENSP00000370254,1
23930,ENSP00000261783,1
5472,ENSP00000360372,1
2430,ENSP00000377311,0
4178,ENSP00000236826,0
222528,ENSP00000319501,0
119828,ENSP00000230671,0
745,ENSP00000261707,0
59768,ENSP00000358730,0
5994,ENSP00000341390,1
1810907,ENSP00000269848,0
5991,ENSP00000370571,0
838,ENSP00000306129,1
710,ENSP00000232975,0
252716,ENSP00000228740,0
4248,ENSP00000353915,0
1893,ENSP00000367934,0
68848,ENSP00000276198,1
6918365,ENSP00000337915,1
119828,ENSP00000353224,0
9824,ENSP00000452780,0
5281040,ENSP00000360317,1
6305,ENSP00000307766,0
23931,ENSP00000353731,1
5253,ENSP00000306561,0
3964,ENSP00000366506,1
65750,ENSP00000373169,1
6215,ENSP00000323811,0
3016,ENSP00000356972,0
216239,ENSP00000282397,1
4883,ENSP00000268053,0
4584,ENSP00000323780,0
961,ENSP00000339503,1
5163,ENSP00000354522,0
312145,ENSP00000362674,0
4248,ENSP00000362401,1
39468,ENSP00000252945,0
28517,ENSP00000293897,0
5311010,ENSP00000257068,0
5137129,ENSP00000379680,0
5959,ENSP00000308549,1
60843,ENSP00000389948,0
448537,ENSP00000367959,1
3350,ENSP00000419628,0
3394,ENSP00000354612,1
123679,ENSP00000356438,0
5959,ENSP00000377192,0
3559,ENSP00000262186,1
5478,ENSP00000305372,1
2430,ENSP00000258042,0
3603,ENSP00000217901,0
753,ENSP00000337746,1
6468,ENSP00000363822,0
6918537,ENSP00000257248,0
3158,ENSP00000306490,1
5282280,ENSP00000386884,1
3394,ENSP00000356438,1
5039,ENSP00000442050,0
5288209,ENSP00000369519,0
394347,ENSP00000315013,0
2725,ENSP00000389103,0
129211,ENSP00000357461,0
5790,ENSP00000266970,0
23994,ENSP00000199280,1
11626560,ENSP00000350785,0
3463,ENSP00000360317,1
11597571,ENSP00000262340,0
6089,ENSP00000341390,0
5280360,ENSP00000296140,1
5470,ENSP00000343925,1
838,ENSP00000349003,1
3001028,ENSP00000299267,0
53232,ENSP00000287936,1
4425,ENSP00000267814,0
213043,ENSP00000312673,0
4036,ENSP00000289004,0
1440,ENSP00000398655,0
9878,ENSP00000276390,0
2405,ENSP00000337761,0
4106,ENSP00000316786,0
104741,ENSP00000325120,1
1548952,ENSP00000347495,0
6675,ENSP00000225174,0
3567002,ENSP00000295640,0
3494,ENSP00000352222,0
5959,ENSP00000255008,1
18830,ENSP00000367608,0
3964,ENSP00000367934,0
5588,ENSP00000298556,0
753,ENSP00000332679,1
5022,ENSP00000340736,0
447700,ENSP00000327070,0
5280360,ENSP00000291294,1
5527,ENSP00000428426,0
4178,ENSP00000231948,0
55283,ENSP00000216951,0
2099,ENSP00000253122,0
4078,ENSP00000269980,0
26644,ENSP00000220809,0
91605,ENSP00000326424,0
5702160,ENSP00000312606,0
3086686,ENSP00000340278,0
9917021,ENSP00000414019,0
610479,ENSP00000295408,0
8230,ENSP00000178638,0
158,ENSP00000332659,1
54746,ENSP00000215587,0
5202,ENSP00000386069,1
3397,ENSP00000296122,0
3308,ENSP00000264161,0
448537,ENSP00000386171,1
2405,ENSP00000305302,0
171548,ENSP00000285900,0
298,ENSP00000176183,1
3158,ENSP00000268053,0
5504,ENSP00000221466,0
107971,ENSP00000324856,0
3372,ENSP00000380247,1
5283454,ENSP00000265100,0
291,ENSP00000366124,0
9824,ENSP00000321999,0
2119,ENSP00000250971,0
23994,ENSP00000288699,1
3845,ENSP00000336764,0
2160,ENSP00000274547,0
5556,ENSP00000359353,1
5163,ENSP00000362608,0
206042,ENSP00000222390,0
1134,ENSP00000360247,0
5702160,ENSP00000285900,0
860,ENSP00000272902,0
3396,ENSP00000358301,1
4306515,ENSP00000354612,1
5381226,ENSP00000375893,0
681,ENSP00000308549,1
130214,ENSP00000327268,0
191,ENSP00000306129,1
9824,ENSP00000311032,1
68848,ENSP00000358730,1
44668,ENSP00000319501,0
3394,ENSP00000262848,0
119,ENSP00000348897,1
5280453,ENSP00000382697,0
54688,ENSP00000263331,0
3450,ENSP00000347495,0
1809,ENSP00000316244,1
3559,ENSP00000306129,1
681,ENSP00000287907,1
4042,ENSP00000336764,0
3155,ENSP00000306390,0
3008,ENSP00000265572,1
5472,ENSP00000274192,0
1593,ENSP00000324856,0
151069,ENSP00000360154,0
3559,ENSP00000364831,0
312,ENSP00000349687,1
5588,ENSP00000274192,0
1978,ENSP00000318585,0
1229,ENSP00000237858,0
2687,ENSP00000358903,0
9880,ENSP00000265016,0
4542,ENSP00000325120,1
5281881,ENSP00000302227,0
9270,ENSP00000296122,0
3450,ENSP00000359899,0
6013,ENSP00000269033,0
2987,ENSP00000308938,0
3394,ENSP00000262584,0
54454,ENSP00000227868,0
999,ENSP00000378699,0
68848,ENSP00000376349,0
445154,ENSP00000325425,1
6013,ENSP00000240327,0
3793,ENSP00000216862,1
5280961,ENSP00000364831,0
5311507,ENSP00000306490,0
1573,ENSP00000280362,0
2405,ENSP00000346577,0
4735,ENSP00000354193,1
16135499,ENSP00000326227,0
4179,ENSP00000417052,0
26721,ENSP00000265572,1
9824,ENSP00000360372,0
4044,ENSP00000269571,0
942,ENSP00000262187,0
3290,ENSP00000357838,0
1688,ENSP00000217270,0
3455,ENSP00000369519,0
3008,ENSP00000366662,0
2230,ENSP00000319984,1
160,ENSP00000303775,1
1204,ENSP00000332139,0
5280346,ENSP00000268379,1
132624,ENSP00000262352,0
160355,ENSP00000378699,1
5281040,ENSP00000304501,0
4819,ENSP00000319984,1
5287969,ENSP00000261900,1
5833,ENSP00000359211,0
3793,ENSP00000297785,0
119574,ENSP00000237858,0
281,ENSP00000302620,0
183092,ENSP00000331103,0
5329102,ENSP00000386456,1
5486827,ENSP00000305480,0
312,ENSP00000314151,1
5284595,ENSP00000263025,0
1355,ENSP00000380157,0
158,ENSP00000309818,1
564,ENSP00000296140,0
5833,ENSP00000341390,1
8230,ENSP00000292180,0
23931,ENSP00000303208,1
18830,ENSP00000330032,0
4992,ENSP00000292301,0
6005,ENSP00000340736,0
3696,ENSP00000276198,1
5358,ENSP00000367959,1
838,ENSP00000328708,1
753,ENSP00000419425,1
2247,ENSP00000287820,0
9651,ENSP00000303211,1
753,ENSP00000262187,1
312,ENSP00000360519,1
4044,ENSP00000431049,0
115146,ENSP00000307786,1
4330,ENSP00000357920,0
104787,ENSP00000360154,0
5202,ENSP00000296140,1
158,ENSP00000451605,1
4419,ENSP00000325822,0
951,ENSP00000328708,1
4436,ENSP00000339399,0
2519,ENSP00000363676,0
5376,ENSP00000417052,1
9801640,ENSP00000353791,0
5281037,ENSP00000313350,0
2995,ENSP00000367959,1
23994,ENSP00000262545,1
785,ENSP00000285379,1
121963,ENSP00000278407,0
1548952,ENSP00000340609,0
158,ENSP00000352839,1
97272,ENSP00000237858,0
54746,ENSP00000306129,1
60961,ENSP00000337949,1
4042,ENSP00000253799,0
1978,ENSP00000419692,0
4066,ENSP00000278379,0
312,ENSP00000257248,1
126046,ENSP00000353679,1
3964,ENSP00000262719,0
4885,ENSP00000384400,0
4585,ENSP00000261707,1
23930,ENSP00000408526,1
2369,ENSP00000353791,0
753,ENSP00000273550,1
446157,ENSP00000226840,0
4811,ENSP00000309591,0
5011,ENSP00000276198,1
158,ENSP00000258042,1
774,ENSP00000272928,1
5381,ENSP00000332296,1
2761,ENSP00000386541,0
3086685,ENSP00000302898,1
6918638,ENSP00000365773,0
2430,ENSP00000000442,0
108182,ENSP00000315644,0
42955,ENSP00000302564,0
4168,ENSP00000176183,1
4635,ENSP00000358327,0
44404987,ENSP00000318912,0
443379,ENSP00000231420,0
5352,ENSP00000228740,0
4034,ENSP00000380247,1
2580,ENSP00000373169,1
5035,ENSP00000348831,0
1201549,ENSP00000362674,0
75919,ENSP00000000233,0
4991,ENSP00000306881,0
4631,ENSP00000305372,1
5589,ENSP00000220764,0
2099,ENSP00000417214,0
5358,ENSP00000319984,0
60961,ENSP00000287907,1
19861,ENSP00000348897,0
3100,ENSP00000419628,0
2130,ENSP00000310935,0
5311068,ENSP00000302620,0
785,ENSP00000350256,0
3937,ENSP00000441600,0
3762,ENSP00000363019,0
4830,ENSP00000367959,1
3615,ENSP00000342560,1
5381,ENSP00000281806,0
679,ENSP00000319730,1
6505803,ENSP00000295408,0
1089,ENSP00000003100,0
2200,ENSP00000339435,0
123686,ENSP00000362401,0
104741,ENSP00000354280,0
3964,ENSP00000307766,1
85,ENSP00000393333,0
5280363,ENSP00000281806,1
135018,ENSP00000216484,0
71739,ENSP00000418287,0
5280961,ENSP00000260447,0
108156,ENSP00000012443,0
1148,ENSP00000250018,1
9826744,ENSP00000324740,0
3857,ENSP00000342889,0
5358,ENSP00000315644,0
5039,ENSP00000287907,0
3100,ENSP00000364731,0
2732,ENSP00000268053,0
3165,ENSP00000299727,0
4542,ENSP00000260227,0
5152,ENSP00000278742,0
312,ENSP00000397582,1
23994,ENSP00000348459,1
6438355,ENSP00000350785,0
5280360,ENSP00000309818,1
6047,ENSP00000332530,0
123679,ENSP00000312189,0
5314,ENSP00000343027,0
3715,ENSP00000306512,1
49836058,ENSP00000308622,0
68760,ENSP00000355279,0
1548943,ENSP00000339001,0
23994,ENSP00000326424,1
36462,ENSP00000309968,0
179837,ENSP00000287936,1
3343,ENSP00000325312,0
33624,ENSP00000301141,0
4917,ENSP00000216330,0
3387,ENSP00000348897,0
60769,ENSP00000265462,0
3567002,ENSP00000306490,0
5588,ENSP00000302227,0
6918638,ENSP00000383840,0
312,ENSP00000356713,1
3042,ENSP00000359976,0
1548999,ENSP00000295101,0
9904,ENSP00000385026,0
135018,ENSP00000231487,0
3767,ENSP00000345771,0
4168,ENSP00000373169,1
23930,ENSP00000216160,1
4042,ENSP00000343925,1
399618,ENSP00000318820,0
2662,ENSP00000356438,1
3042,ENSP00000325120,0
1132,ENSP00000359151,1
3961,ENSP00000360247,0
60961,ENSP00000353915,1
57363,ENSP00000355086,0
5329099,ENSP00000219479,0
9933475,ENSP00000301974,0
3365,ENSP00000345023,0
774,ENSP00000296140,1
3615,ENSP00000320709,0
177236,ENSP00000260191,0
3107,ENSP00000353731,1
5311507,ENSP00000367959,1
5562,ENSP00000362649,1
2538,ENSP00000336687,0
10634,ENSP00000339867,0
191,ENSP00000352839,1
3823,ENSP00000261523,0
8230,ENSP00000266971,0
281,ENSP00000305372,0
37464,ENSP00000366506,0
6305,ENSP00000216629,0
3100,ENSP00000355086,0
16129679,ENSP00000253799,0
5475158,ENSP00000325822,0
838,ENSP00000393333,1
401133,ENSP00000257770,0
4419,ENSP00000308583,0
2729,ENSP00000306490,1
6047,ENSP00000293860,0
4106,ENSP00000343190,0
5288209,ENSP00000262948,0
5283454,ENSP00000360968,0
3108,ENSP00000346805,0
838,ENSP00000358963,1
9880,ENSP00000299855,0
23931,ENSP00000349467,0
4178,ENSP00000262186,1
644073,ENSP00000327251,0
5311101,ENSP00000393312,0
3845,ENSP00000232975,0
68760,ENSP00000304501,0
3108,ENSP00000216951,0
2145,ENSP00000327801,0
4736,ENSP00000315931,0
951,ENSP00000275216,1
3158,ENSP00000319984,1
4736,ENSP00000361699,0
115146,ENSP00000297258,0
155346,ENSP00000255380,0
3603,ENSP00000359719,0
312,ENSP00000432481,1
3639,ENSP00000287907,0
5282381,ENSP00000251588,0
148211,ENSP00000303709,0
3671,ENSP00000363019,0
753,ENSP00000332116,1
596,ENSP00000368766,0
115077,ENSP00000356694,0
60961,ENSP00000359643,1
5287844,ENSP00000346671,1
4542,ENSP00000264382,0
2725,ENSP00000310928,0
5268,ENSP00000299518,0
1614,ENSP00000307241,0
55482,ENSP00000306490,0
43815,ENSP00000392859,0
2370,ENSP00000297988,0
134780,ENSP00000282841,0
643976,ENSP00000331201,0
33624,ENSP00000358301,1
5983,ENSP00000303211,1
54369,ENSP00000348461,0
710,ENSP00000361642,1
5076,ENSP00000451605,0
65020,ENSP00000261937,0
2662,ENSP00000301645,0
5077,ENSP00000253004,0
57242,ENSP00000334592,0
2685,ENSP00000292180,0
681,ENSP00000451605,1
1662,ENSP00000371535,0
5324345,ENSP00000378323,0
6918537,ENSP00000412237,0
312,ENSP00000434364,1
16078,ENSP00000363596,1
679,ENSP00000419970,1
6918365,ENSP00000337335,0
838,ENSP00000309818,1
158,ENSP00000265572,1
4330,ENSP00000307241,0
3672,ENSP00000299518,0
3343,ENSP00000363822,0
5282280,ENSP00000255008,1
3249,ENSP00000334592,1
5478,ENSP00000304501,0
424,ENSP00000285900,1
5280961,ENSP00000301729,0
5032,ENSP00000297258,0
119,ENSP00000299267,1
5452,ENSP00000360372,1
68740,ENSP00000264318,0
4984,ENSP00000377865,1
3121,ENSP00000369530,0
3385,ENSP00000321999,0
3059,ENSP00000312673,0
1614,ENSP00000364709,0
6037,ENSP00000212015,0
123619,ENSP00000298248,0
119607,ENSP00000373884,0
5090,ENSP00000339001,0
114999,ENSP00000254066,0
3961,ENSP00000273430,1
5572,ENSP00000226444,0
177236,ENSP00000304782,0
4636,ENSP00000370526,0
