chemical,protein,label
3410,ENSP00000321999,0
20469,ENSP00000176183,0
4253,ENSP00000234961,1
16004692,ENSP00000308549,0
5202,ENSP00000338072,1
71301,ENSP00000446743,0
25476,ENSP00000409378,0
6305,ENSP00000332296,0
3433,ENSP00000261799,0
3517,ENSP00000386069,1
2735,ENSP00000270142,0
4828,ENSP00000358963,1
1701,ENSP00000412673,0
10836,ENSP00000275216,1
60857,ENSP00000242375,0
2800,ENSP00000260985,0
656629,ENSP00000347689,0
5959,ENSP00000265572,1
4436,ENSP00000234310,0
4253,ENSP00000353007,0
168572,ENSP00000234961,1
2949,ENSP00000260682,1
60719,ENSP00000308549,0
4900,ENSP00000333568,0
126941,ENSP00000263800,0
92100,ENSP00000329357,0
4422,ENSP00000364361,0
222528,ENSP00000314441,0
1117,ENSP00000361699,1
123686,ENSP00000369960,0
4106,ENSP00000411593,0
298,ENSP00000354652,1
2807,ENSP00000355206,0
60769,ENSP00000353224,0
1405,ENSP00000385571,0
3339,ENSP00000343782,0
753,ENSP00000320171,1
312,ENSP00000410076,1
5709,ENSP00000222982,0
5280360,ENSP00000386069,1
60490,ENSP00000397582,0
2119,ENSP00000358301,1
4205,ENSP00000219833,1
951,ENSP00000293897,1
3340,ENSP00000369960,1
1541,ENSP00000358730,1
36920,ENSP00000319984,0
122024,ENSP00000339960,0
2750,ENSP00000327417,0
5865,ENSP00000297373,0
132387,ENSP00000347839,0
60857,ENSP00000269385,0
39468,ENSP00000266682,0
4742,ENSP00000272190,1
5330286,ENSP00000363092,0
4036,ENSP00000218516,0
60769,ENSP00000261523,0
3396,ENSP00000380247,1
3062,ENSP00000267615,0
710,ENSP00000268379,1
5462501,ENSP00000464149,1
150310,ENSP00000223129,0
107992,ENSP00000361021,0
191,ENSP00000441600,1
60785,ENSP00000233627,0
10096344,ENSP00000320043,0
10280735,ENSP00000265294,0
3372,ENSP00000176183,1
311,ENSP00000282957,1
3384,ENSP00000333534,0
6437850,ENSP00000292147,0
71246,ENSP00000380157,0
115077,ENSP00000392411,0
3658,ENSP00000354554,0
5480230,ENSP00000372191,0
5152,ENSP00000343782,1
36736,ENSP00000245960,0
107992,ENSP00000361423,0
5994,ENSP00000370254,1
1405,ENSP00000305651,0
177236,ENSP00000372750,0
2367,ENSP00000247970,1
4830,ENSP00000267085,0
4178,ENSP00000253122,0
6468,ENSP00000336764,0
6230,ENSP00000321334,0
65856,ENSP00000370526,0
177236,ENSP00000369927,0
6441264,ENSP00000262290,0
10257,ENSP00000362273,0
5076,ENSP00000353820,1
3869,ENSP00000355518,0
312,ENSP00000340278,1
216239,ENSP00000351908,0
1117,ENSP00000205402,1
2160,ENSP00000255380,1
5472,ENSP00000324648,1
34359,ENSP00000434364,0
5210,ENSP00000366797,0
11243969,ENSP00000368066,0
3077,ENSP00000245960,0
441300,ENSP00000351273,0
1080,ENSP00000353920,0
54671203,ENSP00000299855,1
72430,ENSP00000359719,0
4980,ENSP00000366005,0
4205,ENSP00000301071,0
97226,ENSP00000371929,0
119574,ENSP00000333994,0
2200,ENSP00000343925,0
2196,ENSP00000347689,0
40468198,ENSP00000421725,0
9865515,ENSP00000417214,0
305,ENSP00000308750,0
1117,ENSP00000322991,1
2367,ENSP00000276198,0
2130,ENSP00000257770,0
3585,ENSP00000357920,0
11243969,ENSP00000384665,0
644077,ENSP00000360777,0
2116,ENSP00000356972,0
644345,ENSP00000254719,0
50287,ENSP00000011653,0
681,ENSP00000358730,1
1117,ENSP00000309845,1
4369359,ENSP00000280362,0
445420,ENSP00000216465,0
25077992,ENSP00000256104,0
60919,ENSP00000300738,0
710,ENSP00000354728,1
1117,ENSP00000368066,1
3158,ENSP00000385638,0
16004692,ENSP00000263182,0
107640,ENSP00000299847,1
656629,ENSP00000282096,0
23991,ENSP00000254663,0
16135499,ENSP00000361125,0
154575,ENSP00000347689,1
176870,ENSP00000275493,1
2685,ENSP00000306490,0
1541,ENSP00000332591,1
5311,ENSP00000430432,1
1050,ENSP00000338072,0
4196,ENSP00000356094,0
23994,ENSP00000278742,0
5362436,ENSP00000312189,0
951,ENSP00000306662,1
5453,ENSP00000280154,0
3585,ENSP00000353904,0
1132,ENSP00000405455,1
148211,ENSP00000448165,0
2833,ENSP00000360519,0
2430,ENSP00000377311,0
5372,ENSP00000434364,0
5122,ENSP00000304782,0
942,ENSP00000301141,1
37464,ENSP00000212015,0
4178,ENSP00000378408,0
5311304,ENSP00000234961,1
6426631,ENSP00000308750,0
2913,ENSP00000365773,0
9800339,ENSP00000235835,0
961,ENSP00000357651,0
6279,ENSP00000363822,1
305,ENSP00000457031,1
1355,ENSP00000233627,0
23994,ENSP00000303423,1
444008,ENSP00000358727,0
4889,ENSP00000256958,1
166558,ENSP00000363205,0
5280360,ENSP00000272928,1
5324345,ENSP00000234310,0
753,ENSP00000220809,0
68613,ENSP00000337450,0
16960,ENSP00000225831,0
4451,ENSP00000337915,1
97226,ENSP00000354522,1
1117,ENSP00000264832,1
5268,ENSP00000310935,0
2170,ENSP00000335620,0
1821,ENSP00000366506,0
439260,ENSP00000307445,1
444020,ENSP00000360687,0
2381,ENSP00000356694,0
119461,ENSP00000338082,0
11804285,ENSP00000219252,0
91736,ENSP00000290866,1
2978,ENSP00000343027,0
5420,ENSP00000334592,0
68848,ENSP00000358963,1
21855,ENSP00000299529,0
5202,ENSP00000219789,0
4917,ENSP00000339740,0
610,ENSP00000350198,0
456201,ENSP00000267101,0
644073,ENSP00000364486,0
838,ENSP00000315011,1
170361,ENSP00000299847,1
445643,ENSP00000349467,1
11707110,ENSP00000333568,0
59768,ENSP00000289753,0
107971,ENSP00000301634,0
312,ENSP00000381717,1
1220,ENSP00000326227,0
20469,ENSP00000391826,0
6000,ENSP00000319984,1
4908,ENSP00000398655,0
3363,ENSP00000222982,0
4630,ENSP00000296474,0
838,ENSP00000343782,1
322,ENSP00000354961,0
5329102,ENSP00000295408,1
1229,ENSP00000342007,0
6466,ENSP00000364831,0
4926,ENSP00000380247,1
1541,ENSP00000248437,0
3440,ENSP00000384708,0
156391,ENSP00000345659,0
2732,ENSP00000260227,0
107688,ENSP00000264381,1
439260,ENSP00000353915,1
3598,ENSP00000258145,0
219024,ENSP00000336630,1
5496659,ENSP00000314606,0
3845,ENSP00000364649,0
5074,ENSP00000354859,1
3413,ENSP00000265734,0
3547,ENSP00000255008,0
57363,ENSP00000296474,0
39042,ENSP00000385571,0
126941,ENSP00000315644,1
9395,ENSP00000250378,0
951,ENSP00000249041,1
312,ENSP00000250378,0
2585,ENSP00000305372,1
10517,ENSP00000372750,0
3042,ENSP00000314151,0
9824,ENSP00000285949,0
3891,ENSP00000297261,0
4631,ENSP00000305651,0
2564,ENSP00000258400,0
5467,ENSP00000355920,0
23930,ENSP00000332369,0
134018,ENSP00000261890,0
4595,ENSP00000176183,0
444020,ENSP00000354876,0
39042,ENSP00000268097,0
4636,ENSP00000368766,1
2200,ENSP00000227507,0
2344,ENSP00000270349,1
3739,ENSP00000370254,0
1051,ENSP00000254663,1
5281969,ENSP00000418287,0
9933475,ENSP00000357301,0
6010,ENSP00000245816,0
60961,ENSP00000358963,1
5452,ENSP00000272902,0
5287969,ENSP00000370270,0
1089,ENSP00000264498,1
122024,ENSP00000370223,0
702,ENSP00000261733,1
6433119,ENSP00000222673,0
3793,ENSP00000222982,1
60809,ENSP00000234111,0
4485,ENSP00000372191,0
100788,ENSP00000178638,0
1775,ENSP00000371110,0
2564,ENSP00000275216,0
1117,ENSP00000330032,1
2435,ENSP00000386069,1
718,ENSP00000320171,1
60842,ENSP00000344193,0
753,ENSP00000359976,1
468595,ENSP00000241261,0
3715,ENSP00000237014,1
5983,ENSP00000317842,1
5523,ENSP00000245816,0
2676,ENSP00000280346,0
3238,ENSP00000359793,0
5039,ENSP00000360973,0
10607,ENSP00000309649,0
5568,ENSP00000388107,0
4160,ENSP00000300605,0
424,ENSP00000307822,0
123679,ENSP00000257290,0
5202,ENSP00000332659,1
5210,ENSP00000414334,0
5287969,ENSP00000247207,0
1204,ENSP00000359285,1
1893,ENSP00000267101,0
60961,ENSP00000363431,1
5533,ENSP00000256104,0
5556,ENSP00000219833,0
312,ENSP00000221130,1
2116,ENSP00000348461,0
1541,ENSP00000231420,0
129211,ENSP00000262187,0
15209,ENSP00000367102,0
312,ENSP00000265462,1
23930,ENSP00000325074,1
2249,ENSP00000413074,0
312,ENSP00000262948,0
11626560,ENSP00000388648,0
23930,ENSP00000217901,1
4423,ENSP00000311165,0
1614,ENSP00000307241,0
1117,ENSP00000366124,1
16362,ENSP00000362361,0
5454,ENSP00000263464,0
838,ENSP00000352839,1
11301,ENSP00000375730,0
3372,ENSP00000219070,0
5568,ENSP00000306490,1
3913,ENSP00000436318,0
15209,ENSP00000279488,0
5329102,ENSP00000268053,0
5362129,ENSP00000345502,0
47811,ENSP00000224356,0
5514,ENSP00000227868,0
1986,ENSP00000367608,1
1547484,ENSP00000312286,0
94701,ENSP00000306129,0
68844,ENSP00000358867,0
124886,ENSP00000221130,1
4631,ENSP00000354193,0
6623,ENSP00000435412,0
57537,ENSP00000231487,0
23994,ENSP00000352401,1
3035905,ENSP00000256906,1
15897,ENSP00000410076,0
5360696,ENSP00000277010,1
5280360,ENSP00000441600,1
85,ENSP00000360541,1
860,ENSP00000318077,0
9832383,ENSP00000383840,0
2812,ENSP00000003100,1
753,ENSP00000371067,1
1662,ENSP00000342385,0
3826,ENSP00000356070,0
4106,ENSP00000280154,0
5311037,ENSP00000312606,0
103535,ENSP00000320709,0
753,ENSP00000368727,1
191,ENSP00000302846,1
72172,ENSP00000284811,0
5372,ENSP00000001008,1
5775,ENSP00000386069,1
5330286,ENSP00000261937,0
4428,ENSP00000376349,0
5959,ENSP00000307766,1
3767,ENSP00000350256,0
4819,ENSP00000230671,0
5533,ENSP00000386069,1
679,ENSP00000362608,1
5287844,ENSP00000361423,1
1117,ENSP00000396308,1
4748,ENSP00000337949,1
3384,ENSP00000332659,0
5280360,ENSP00000289753,1
753,ENSP00000278407,1
5280360,ENSP00000332659,1
2687,ENSP00000280155,0
5311,ENSP00000443459,0
5991,ENSP00000370989,0
1701,ENSP00000356591,0
19861,ENSP00000271450,0
3017,ENSP00000306397,0
493570,ENSP00000217133,0
5255,ENSP00000340943,0
3042,ENSP00000255380,1
68844,ENSP00000285379,1
3430,ENSP00000304697,0
3671,ENSP00000215754,1
3008,ENSP00000304697,0
5280360,ENSP00000358301,1
54562,ENSP00000176183,1
71616,ENSP00000295400,0
753,ENSP00000351706,1
4885,ENSP00000386069,1
5732,ENSP00000300605,0
941651,ENSP00000369456,0
838,ENSP00000295589,1
124886,ENSP00000278742,1
54369,ENSP00000241337,0
1349907,ENSP00000304915,0
2325,ENSP00000361845,0
34359,ENSP00000370938,0
4493,ENSP00000284811,0
216239,ENSP00000332887,0
439260,ENSP00000384665,1
49836058,ENSP00000309818,0
21855,ENSP00000343782,0
3168,ENSP00000354859,1
5330286,ENSP00000264193,0
5090,ENSP00000309565,0
19910,ENSP00000061240,0
10100,ENSP00000419425,0
1547484,ENSP00000354859,1
123015,ENSP00000252029,0
753,ENSP00000332679,1
3285,ENSP00000338018,0
3038,ENSP00000357301,0
710,ENSP00000392709,1
6917655,ENSP00000263182,0
2512,ENSP00000280155,1
36462,ENSP00000309968,0
3220,ENSP00000308750,0
298,ENSP00000330284,1
5152,ENSP00000386456,0
191,ENSP00000299727,1
60961,ENSP00000338072,1
643976,ENSP00000392709,1
4248,ENSP00000176183,0
57379345,ENSP00000168216,0
4631,ENSP00000385746,0
5486684,ENSP00000168216,0
402,ENSP00000355523,0
3954,ENSP00000270349,0
311,ENSP00000369456,1
41987,ENSP00000305714,0
3042,ENSP00000315602,0
3658,ENSP00000366797,0
33624,ENSP00000372750,0
4828,ENSP00000305372,1
9815499,ENSP00000319984,0
92100,ENSP00000315011,0
643976,ENSP00000287022,1
9270,ENSP00000325120,1
5281004,ENSP00000341390,1
23994,ENSP00000221801,0
166558,ENSP00000303709,0
3017,ENSP00000321999,0
3086686,ENSP00000312735,0
4205,ENSP00000270349,1
5282230,ENSP00000295256,1
3343,ENSP00000355645,0
5544,ENSP00000362649,0
219024,ENSP00000164139,0
5281605,ENSP00000261835,0
104842,ENSP00000419782,0
5959,ENSP00000325425,0
4745,ENSP00000354859,1
148121,ENSP00000395574,0
311,ENSP00000309477,1
5372,ENSP00000371138,1
123619,ENSP00000245457,1
5287844,ENSP00000258400,0
8230,ENSP00000267814,0
4584,ENSP00000353904,0
5163,ENSP00000258400,1
3517,ENSP00000327251,0
4184,ENSP00000380247,1
27991,ENSP00000337103,0
2375,ENSP00000353224,0
42955,ENSP00000389103,0
27400,ENSP00000316244,1
3954,ENSP00000000233,0
439260,ENSP00000338072,1
108094,ENSP00000280155,1
312,ENSP00000302564,1
123679,ENSP00000280155,1
1117,ENSP00000395574,1
65019,ENSP00000226840,0
47936,ENSP00000215980,0
3918,ENSP00000370129,0
149,ENSP00000302620,0
3016,ENSP00000324124,0
4528,ENSP00000322706,0
1615,ENSP00000270349,1
5593,ENSP00000299529,0
5472,ENSP00000381412,0
3086671,ENSP00000357986,0
446157,ENSP00000277865,0
3007,ENSP00000270349,1
23977,ENSP00000324806,1
2267,ENSP00000272317,0
5662,ENSP00000363229,1
152945,ENSP00000245312,0
753,ENSP00000300738,1
2854,ENSP00000305480,0
5282280,ENSP00000256906,1
3391,ENSP00000308750,0
2099,ENSP00000354387,0
65076,ENSP00000384400,0
5163,ENSP00000354522,0
5210,ENSP00000356671,0
3419,ENSP00000290866,1
5210,ENSP00000270349,1
11597571,ENSP00000222002,0
6741,ENSP00000231509,1
4636,ENSP00000325690,0
4736,ENSP00000303575,0
3916,ENSP00000368646,0
3158,ENSP00000380247,1
53232,ENSP00000219252,0
443119,ENSP00000299855,0
6426631,ENSP00000305480,0
59768,ENSP00000443459,0
3394,ENSP00000264193,0
5282280,ENSP00000350198,1
2987,ENSP00000356022,0
68570,ENSP00000432481,0
23994,ENSP00000367545,1
4168,ENSP00000274547,0
6675,ENSP00000328777,0
2419,ENSP00000307241,0
4456,ENSP00000365926,0
450,ENSP00000343925,1
2196,ENSP00000285900,1
5281605,ENSP00000379839,0
945,ENSP00000278407,0
1440,ENSP00000306397,0
312,ENSP00000356480,1
5512,ENSP00000278379,0
753,ENSP00000353731,1
6054,ENSP00000331831,0
214,ENSP00000286479,0
1993,ENSP00000292823,0
2477,ENSP00000367959,1
1798,ENSP00000249016,0
5677,ENSP00000383840,0
774,ENSP00000354511,0
5163,ENSP00000379140,0
838,ENSP00000226413,1
1071,ENSP00000237014,1
3433,ENSP00000342007,1
9880,ENSP00000299855,0
5645,ENSP00000263753,0
6437849,ENSP00000348944,0
5567,ENSP00000252029,0
4184,ENSP00000270349,1
5281071,ENSP00000309259,0
35370,ENSP00000357651,0
4159,ENSP00000331201,0
5029,ENSP00000340466,0
156391,ENSP00000370129,1
4745,ENSP00000306881,0
216239,ENSP00000229794,1
1117,ENSP00000400175,1
3350,ENSP00000378699,0
5426,ENSP00000273430,0
49836058,ENSP00000354612,0
2797,ENSP00000340466,0
6675,ENSP00000344193,0
68740,ENSP00000267377,0
2524,ENSP00000332296,1
5282280,ENSP00000265572,1
5452,ENSP00000289753,1
6054,ENSP00000311572,0
3396,ENSP00000311032,0
753,ENSP00000277480,1
2369,ENSP00000352702,0
2583,ENSP00000333667,0
57363,ENSP00000234961,0
2761,ENSP00000380247,1
2685,ENSP00000332139,0
5677,ENSP00000307786,0
151069,ENSP00000295408,0
941651,ENSP00000349467,0
3202,ENSP00000263980,0
200,ENSP00000370129,0
755,ENSP00000265641,0
3017,ENSP00000369141,0
2120,ENSP00000363397,0
4543,ENSP00000369960,1
4865,ENSP00000359532,0
6741,ENSP00000364721,0
312,ENSP00000357204,1
5202,ENSP00000393333,1
92411,ENSP00000423822,0
107772,ENSP00000261755,0
1795,ENSP00000263980,1
6436,ENSP00000288602,0
4980,ENSP00000316244,1
2725,ENSP00000261707,1
5281037,ENSP00000261267,0
4992,ENSP00000333982,0
1219,ENSP00000357461,0
54671203,ENSP00000384408,0
5311067,ENSP00000176183,0
5350,ENSP00000277120,0
60769,ENSP00000303211,0
39468,ENSP00000298171,0
5358,ENSP00000358414,0
5314,ENSP00000302898,0
23930,ENSP00000325548,1
5329102,ENSP00000455607,1
1541,ENSP00000332659,1
5139,ENSP00000376349,0
314,ENSP00000265512,0
298,ENSP00000305877,1
5040,ENSP00000265724,1
5284627,ENSP00000377527,0
114999,ENSP00000372191,0
149,ENSP00000340278,0
312,ENSP00000232607,1
5281707,ENSP00000216330,0
39468,ENSP00000363641,0
23994,ENSP00000297494,1
5582,ENSP00000360968,0
71307,ENSP00000234111,0
3308,ENSP00000354612,1
753,ENSP00000362608,1
8758,ENSP00000370938,0
4615,ENSP00000290597,0
2170,ENSP00000369960,1
2685,ENSP00000367545,0
710,ENSP00000272298,1
5757,ENSP00000254066,1
1690,ENSP00000264595,0
564,ENSP00000216714,0
6436,ENSP00000360549,0
2449,ENSP00000307235,0
753,ENSP00000332771,0
44404987,ENSP00000313681,0
1117,ENSP00000420914,1
784,ENSP00000357920,1
39468,ENSP00000304501,0
60961,ENSP00000388107,0
2132,ENSP00000280700,0
57379345,ENSP00000363596,0
9933475,ENSP00000350941,1
15602694,ENSP00000353224,0
192314,ENSP00000323780,0
312,ENSP00000364721,1
4946,ENSP00000371236,0
13342,ENSP00000265724,1
439176,ENSP00000338082,0
4745,ENSP00000373169,1
5743,ENSP00000368226,0
9966051,ENSP00000261707,1
23925,ENSP00000370571,1
158,ENSP00000330284,1
23994,ENSP00000284811,1
3202,ENSP00000360154,0
3827,ENSP00000419692,0
4236,ENSP00000320709,0
6918537,ENSP00000354612,0
3455,ENSP00000444788,0
1683,ENSP00000414019,0
718,ENSP00000357301,0
3392,ENSP00000433290,0
3981,ENSP00000382697,0
5582,ENSP00000297991,0
18794,ENSP00000345659,1
1072,ENSP00000327801,0
57379345,ENSP00000353165,0
6468,ENSP00000273588,0
1132,ENSP00000353165,1
1548999,ENSP00000381333,0
2769,ENSP00000276198,1
5591,ENSP00000262735,1
3386,ENSP00000276198,1
1329,ENSP00000308549,1
312,ENSP00000452780,1
3404,ENSP00000245960,0
4044,ENSP00000218099,0
5757,ENSP00000447378,0
9270,ENSP00000206249,1
158,ENSP00000316244,1
2430,ENSP00000258042,0
951,ENSP00000329684,1
3767,ENSP00000353731,0
160,ENSP00000311291,1
45272686,ENSP00000245457,0
2987,ENSP00000350911,0
3158,ENSP00000316244,1
5381,ENSP00000244137,0
4383,ENSP00000350256,0
3413,ENSP00000245960,0
3295,ENSP00000367608,1
92411,ENSP00000363216,0
6005,ENSP00000386069,1
5280360,ENSP00000343782,1
2215,ENSP00000227868,0
1917,ENSP00000402084,0
187,ENSP00000261007,1
51577,ENSP00000386456,0
9270,ENSP00000359285,0
5149021,ENSP00000360541,0
5408,ENSP00000369816,1
5074,ENSP00000289753,1
3372,ENSP00000358963,1
5090,ENSP00000267615,0
1614,ENSP00000364709,0
4425,ENSP00000347839,0
23994,ENSP00000209668,1
4819,ENSP00000350928,0
2165,ENSP00000360317,1
38409,ENSP00000364486,0
16133798,ENSP00000321999,0
3857,ENSP00000369134,0
5149021,ENSP00000218099,0
5195,ENSP00000385834,0
6040,ENSP00000327070,0
2160,ENSP00000409378,1
2333,ENSP00000366482,0
5372,ENSP00000364475,0
26879,ENSP00000267568,0
3827,ENSP00000398632,0
47811,ENSP00000265734,0
5052,ENSP00000366093,0
5284594,ENSP00000265572,1
10140,ENSP00000350256,0
5467,ENSP00000354859,1
3585,ENSP00000431418,0
4828,ENSP00000215773,0
5282381,ENSP00000232607,0
5656,ENSP00000219833,1
4042,ENSP00000342056,0
68844,ENSP00000357838,0
961,ENSP00000332139,1
71246,ENSP00000326806,0
3121,ENSP00000241256,0
104741,ENSP00000000442,1
753,ENSP00000219054,1
298,ENSP00000272928,1
4993,ENSP00000302846,0
3696,ENSP00000466420,0
2726,ENSP00000320709,0
439260,ENSP00000292513,1
5329102,ENSP00000319060,1
3062,ENSP00000217270,0
784,ENSP00000225371,1
312,ENSP00000347495,1
3639,ENSP00000287907,0
4261,ENSP00000242210,0
2088,ENSP00000349078,1
3043,ENSP00000334592,0
643976,ENSP00000354961,1
10634,ENSP00000359285,0
6380,ENSP00000371554,0
2800,ENSP00000255008,0
3603,ENSP00000272928,0
2580,ENSP00000298171,0
119828,ENSP00000370129,0
11301,ENSP00000254301,0
1117,ENSP00000229794,1
3017,ENSP00000309968,0
54459,ENSP00000308583,0
5376,ENSP00000265724,1
5281605,ENSP00000356972,0
5959,ENSP00000257254,1
4020,ENSP00000331327,0
4034,ENSP00000364486,0
3598,ENSP00000315011,0
4179,ENSP00000372112,0
151166,ENSP00000262187,0
119182,ENSP00000237858,0
2548,ENSP00000367309,0
6918155,ENSP00000335261,0
5281040,ENSP00000337949,0
130214,ENSP00000217185,0
5022,ENSP00000308549,1
39860,ENSP00000318820,0
5280360,ENSP00000359643,1
3547,ENSP00000262848,1
1117,ENSP00000221130,1
2130,ENSP00000377969,0
214,ENSP00000292513,1
16197727,ENSP00000358327,0
4639,ENSP00000335304,0
446155,ENSP00000267814,0
644077,ENSP00000360372,0
312145,ENSP00000378699,0
4196,ENSP00000345873,0
1240,ENSP00000353920,0
119828,ENSP00000363021,0
16960,ENSP00000354859,0
4042,ENSP00000231509,1
564,ENSP00000300900,0
2354,ENSP00000222330,0
2169,ENSP00000306662,1
39468,ENSP00000360973,0
3547,ENSP00000261799,0
5870,ENSP00000228740,0
60961,ENSP00000286621,1
3793,ENSP00000340943,0
2160,ENSP00000219833,1
41774,ENSP00000301776,0
753,ENSP00000290354,1
681,ENSP00000336630,1
1548886,ENSP00000352584,1
1201549,ENSP00000342087,0
4630,ENSP00000381412,0
5281707,ENSP00000262306,0
718,ENSP00000339933,1
5475158,ENSP00000314606,0
4894,ENSP00000380247,0
2449,ENSP00000393333,1
21722,ENSP00000260227,0
5401,ENSP00000299964,0
114866,ENSP00000264498,0
16135499,ENSP00000327246,0
5056,ENSP00000269033,0
4296,ENSP00000262290,0
2807,ENSP00000292513,1
445154,ENSP00000206249,1
3016,ENSP00000295452,1
667490,ENSP00000377914,0
10517,ENSP00000222330,0
13109,ENSP00000245206,0
126046,ENSP00000290866,1
1117,ENSP00000267615,1
119182,ENSP00000305372,0
5287969,ENSP00000265734,1
23932,ENSP00000356480,0
4782,ENSP00000308549,0
5381226,ENSP00000378191,0
2725,ENSP00000287907,0
18830,ENSP00000319060,0
214,ENSP00000267101,0
2405,ENSP00000358730,0
3825,ENSP00000276198,0
16156130,ENSP00000362353,1
2561,ENSP00000457031,0
115146,ENSP00000307786,1
2733,ENSP00000431049,0
3325,ENSP00000226840,0
160,ENSP00000258400,1
5032,ENSP00000264498,0
5372,ENSP00000323867,0
2145,ENSP00000409378,0
5097,ENSP00000332139,0
311,ENSP00000217901,1
5278,ENSP00000376611,0
1219,ENSP00000306512,0
445643,ENSP00000371138,1
4456,ENSP00000345774,0
3339,ENSP00000419027,0
312,ENSP00000325690,1
692,ENSP00000361021,0
5454,ENSP00000306662,1
449459,ENSP00000384490,0
10140,ENSP00000235835,0
3177,ENSP00000261707,0
394347,ENSP00000261751,0
16157882,ENSP00000226299,0
3032,ENSP00000341682,0
4883,ENSP00000358301,1
941651,ENSP00000315212,0
2405,ENSP00000256906,0
1117,ENSP00000241337,1
91605,ENSP00000358107,0
3382,ENSP00000231509,1
23994,ENSP00000341551,1
4192,ENSP00000355518,0
23930,ENSP00000339435,1
774,ENSP00000333821,1
53232,ENSP00000250378,0
3463,ENSP00000255380,0
312,ENSP00000229277,1
5282381,ENSP00000245457,1
51683,ENSP00000221130,0
5556,ENSP00000328835,0
6834,ENSP00000355279,0
298,ENSP00000322924,1
129806,ENSP00000302486,0
4106,ENSP00000260324,0
5202,ENSP00000287820,1
4691,ENSP00000216117,0
456201,ENSP00000257254,0
5186,ENSP00000228872,0
213043,ENSP00000340609,0
5202,ENSP00000363596,1
1202,ENSP00000329374,0
2249,ENSP00000310928,0
1614,ENSP00000310071,0
401133,ENSP00000347979,0
5452,ENSP00000353165,0
5287844,ENSP00000286621,0
447700,ENSP00000369960,0
3779,ENSP00000225927,0
6037,ENSP00000215773,0
1809,ENSP00000319984,0
312,ENSP00000346577,1
312,ENSP00000311032,1
1240,ENSP00000368439,0
6505803,ENSP00000363046,0
6505803,ENSP00000257290,0
65856,ENSP00000319788,0
1202,ENSP00000251849,0
3962,ENSP00000265724,1
1220,ENSP00000279247,0
784,ENSP00000378359,0
6918638,ENSP00000277480,0
4456,ENSP00000361666,0
5372,ENSP00000349467,1
1117,ENSP00000358107,1
1809,ENSP00000367959,1
16135499,ENSP00000339328,0
5568,ENSP00000358414,0
4828,ENSP00000278379,0
247,ENSP00000227378,1
838,ENSP00000276198,1
91649,ENSP00000386541,0
2153,ENSP00000341390,0
1117,ENSP00000363641,1
2354,ENSP00000308938,0
5278,ENSP00000355206,0
1117,ENSP00000354532,1
753,ENSP00000237014,1
3461,ENSP00000329357,0
4624,ENSP00000411593,0
3081361,ENSP00000263923,1
4106,ENSP00000345282,0
