chemical,protein,label
3689,ENSP00000417052,1
5376,ENSP00000254663,0
124886,ENSP00000361850,0
158,ENSP00000255008,1
3108,ENSP00000216951,0
444795,ENSP00000360317,1
2244,ENSP00000369038,0
1220,ENSP00000301776,0
3440,ENSP00000389948,0
5329099,ENSP00000335357,0
5280363,ENSP00000369643,1
3463,ENSP00000260682,1
443119,ENSP00000280346,0
5029,ENSP00000389103,0
5360696,ENSP00000370912,0
119182,ENSP00000286648,1
5454,ENSP00000336528,0
745,ENSP00000356410,1
6279,ENSP00000433290,0
5097,ENSP00000419782,1
4976,ENSP00000293780,0
5203,ENSP00000215587,0
65019,ENSP00000302811,0
3739,ENSP00000275216,0
753,ENSP00000326219,1
5486827,ENSP00000266682,0
501640,ENSP00000346148,0
6437849,ENSP00000353770,0
129806,ENSP00000265174,0
1051,ENSP00000309259,1
192314,ENSP00000353720,0
3547,ENSP00000310071,0
123679,ENSP00000358727,0
2538,ENSP00000402084,0
37464,ENSP00000212015,0
3494,ENSP00000306490,1
3032,ENSP00000261835,1
5040,ENSP00000371138,1
57379345,ENSP00000262948,0
3042,ENSP00000245312,0
3054,ENSP00000250699,0
5959,ENSP00000358730,1
996,ENSP00000337450,0
5040,ENSP00000265724,1
4456,ENSP00000225504,0
5186,ENSP00000315011,0
123015,ENSP00000363229,0
55283,ENSP00000320709,0
65064,ENSP00000378699,0
5454,ENSP00000334052,0
31703,ENSP00000265724,1
1117,ENSP00000266970,1
4911,ENSP00000301891,1
121850,ENSP00000285381,0
753,ENSP00000314441,1
3916,ENSP00000262584,0
2968,ENSP00000267568,0
1089,ENSP00000228872,0
3386,ENSP00000302898,0
3295,ENSP00000240327,0
200,ENSP00000382595,1
42955,ENSP00000354280,0
4631,ENSP00000349078,0
5280360,ENSP00000304414,1
5761,ENSP00000337949,1
1548999,ENSP00000359991,0
122335,ENSP00000256958,0
24360,ENSP00000176183,0
312,ENSP00000275605,1
4456,ENSP00000234454,0
1117,ENSP00000353820,1
191,ENSP00000360973,1
5527,ENSP00000316244,0
5472,ENSP00000267568,0
5281605,ENSP00000277865,0
447700,ENSP00000178638,0
68613,ENSP00000264498,0
5268,ENSP00000369960,1
129806,ENSP00000287936,1
5530,ENSP00000340684,1
65856,ENSP00000219833,1
5329102,ENSP00000263923,1
43815,ENSP00000303575,0
3823,ENSP00000358511,0
2548,ENSP00000367309,0
4114,ENSP00000245457,0
4330,ENSP00000311032,1
2160,ENSP00000331201,0
4205,ENSP00000280155,1
22258,ENSP00000356070,0
5478,ENSP00000323549,0
6918638,ENSP00000309504,0
6437849,ENSP00000314606,0
3086671,ENSP00000372088,0
1220,ENSP00000337949,1
4894,ENSP00000395473,0
4629,ENSP00000332591,0
1205,ENSP00000324856,0
107992,ENSP00000369134,0
5284570,ENSP00000240139,0
2153,ENSP00000304501,1
64627,ENSP00000308549,1
3043,ENSP00000215832,0
6013,ENSP00000268053,1
1201549,ENSP00000367959,1
2332,ENSP00000231487,1
18830,ENSP00000303211,0
2249,ENSP00000270139,0
3494,ENSP00000319984,1
5202,ENSP00000307766,1
3603,ENSP00000216951,0
64627,ENSP00000336630,1
191,ENSP00000267377,1
5032,ENSP00000270349,1
4585,ENSP00000372750,1
1117,ENSP00000287820,1
753,ENSP00000302486,1
5287969,ENSP00000222382,0
23994,ENSP00000376076,1
53232,ENSP00000287936,1
838,ENSP00000304501,1
4112,ENSP00000396308,1
129806,ENSP00000362344,0
4631,ENSP00000229239,0
4926,ENSP00000304782,0
36736,ENSP00000350911,0
439260,ENSP00000366506,1
1253,ENSP00000203407,0
5329099,ENSP00000263923,1
71616,ENSP00000218516,0
4830,ENSP00000358814,0
801,ENSP00000302227,1
392622,ENSP00000222982,1
3387,ENSP00000267845,0
68760,ENSP00000377948,0
4402,ENSP00000303211,0
60919,ENSP00000323036,0
890,ENSP00000372750,0
5314,ENSP00000414334,0
5281605,ENSP00000261835,0
5574,ENSP00000265174,0
681,ENSP00000289753,1
23931,ENSP00000263923,1
2913,ENSP00000292823,0
191,ENSP00000289753,1
5280363,ENSP00000265641,0
5137129,ENSP00000219789,0
115146,ENSP00000221466,0
942,ENSP00000342070,0
16129679,ENSP00000445175,0
5959,ENSP00000357301,1
753,ENSP00000275493,1
155346,ENSP00000360317,0
679,ENSP00000272190,1
2685,ENSP00000305372,1
44668,ENSP00000322706,0
60852,ENSP00000339960,0
3308,ENSP00000316121,0
5076,ENSP00000266682,0
5139,ENSP00000301146,0
5077,ENSP00000254066,0
2708,ENSP00000414334,0
104842,ENSP00000265465,0
3220,ENSP00000206249,1
5284627,ENSP00000328708,0
5282280,ENSP00000381740,0
4205,ENSP00000339867,0
134018,ENSP00000350425,0
94701,ENSP00000355523,0
1117,ENSP00000356070,1
5329098,ENSP00000298910,1
11626560,ENSP00000373700,1
13109,ENSP00000262735,0
2512,ENSP00000364486,0
31307,ENSP00000272928,0
3767,ENSP00000345771,0
4830,ENSP00000355046,0
667467,ENSP00000389103,0
443119,ENSP00000328547,0
4736,ENSP00000266971,0
123015,ENSP00000372023,1
5311037,ENSP00000258385,0
4419,ENSP00000307900,0
54687,ENSP00000266971,0
5280360,ENSP00000255262,1
5526,ENSP00000222390,0
2375,ENSP00000353224,0
5324345,ENSP00000245206,0
5001396,ENSP00000263126,0
8758,ENSP00000235835,0
3672,ENSP00000295897,1
1210,ENSP00000305692,0
4011,ENSP00000280155,1
3198,ENSP00000341390,0
431328,ENSP00000265572,1
5472495,ENSP00000168216,0
2462,ENSP00000386069,0
55283,ENSP00000361275,0
4917,ENSP00000339740,0
4919,ENSP00000286621,0
1810907,ENSP00000303634,0
1117,ENSP00000219479,1
610,ENSP00000351484,0
160,ENSP00000277942,1
16078,ENSP00000289004,0
23930,ENSP00000455607,1
3461,ENSP00000251535,0
6089,ENSP00000315212,0
753,ENSP00000262306,1
9849616,ENSP00000403852,0
107706,ENSP00000310978,0
3365,ENSP00000003100,1
16132429,ENSP00000371554,0
33036,ENSP00000322924,0
5378,ENSP00000368727,0
5152,ENSP00000344220,0
5381226,ENSP00000299529,0
610,ENSP00000350198,0
4184,ENSP00000354859,1
54746,ENSP00000367959,1
5329098,ENSP00000343204,0
60919,ENSP00000392411,0
3684,ENSP00000216911,0
753,ENSP00000280700,1
4819,ENSP00000409378,1
151166,ENSP00000286301,0
4004,ENSP00000302846,0
41774,ENSP00000301776,0
3154,ENSP00000341682,0
104741,ENSP00000253004,0
10096344,ENSP00000341551,0
4100,ENSP00000300900,1
11626560,ENSP00000388648,0
3857,ENSP00000295055,0
5591,ENSP00000353679,0
493570,ENSP00000374219,0
64715,ENSP00000367848,0
3100,ENSP00000380247,1
5287620,ENSP00000384296,0
5591,ENSP00000226004,0
2119,ENSP00000360549,0
91649,ENSP00000455607,0
16132429,ENSP00000366416,1
54693559,ENSP00000273430,1
4691,ENSP00000335544,0
50599,ENSP00000354876,0
5566,ENSP00000367959,1
2099,ENSP00000203407,0
134018,ENSP00000303575,0
60769,ENSP00000240327,0
5453,ENSP00000363092,0
951,ENSP00000249041,1
41987,ENSP00000325312,0
445643,ENSP00000286301,0
68760,ENSP00000363676,0
1546,ENSP00000363641,0
4160,ENSP00000362924,0
3877,ENSP00000256906,0
2375,ENSP00000307766,0
1546,ENSP00000252945,0
1983,ENSP00000280701,0
1548952,ENSP00000206249,1
72968,ENSP00000348461,0
4713,ENSP00000286479,0
11556427,ENSP00000265641,0
4080,ENSP00000370270,0
3158,ENSP00000306561,0
4828,ENSP00000215773,0
1229,ENSP00000261733,0
4659569,ENSP00000403852,0
2729,ENSP00000258400,1
23994,ENSP00000363021,1
681,ENSP00000366244,0
1229,ENSP00000430269,0
5755,ENSP00000350256,0
4168,ENSP00000253799,0
19,ENSP00000277480,1
3043,ENSP00000231948,0
9865515,ENSP00000295087,0
5052,ENSP00000270142,0
5281708,ENSP00000384400,0
65856,ENSP00000356671,0
1117,ENSP00000335620,1
667467,ENSP00000380247,1
4543,ENSP00000369960,1
5245,ENSP00000349078,1
6305,ENSP00000362353,0
2753,ENSP00000221130,0
3043,ENSP00000358223,0
6000,ENSP00000308176,0
9782,ENSP00000231420,0
4100,ENSP00000367608,1
3916,ENSP00000357461,0
710,ENSP00000306397,1
5420,ENSP00000354687,0
610,ENSP00000419970,0
3255,ENSP00000262186,1
679,ENSP00000178638,1
2726,ENSP00000306129,1
1117,ENSP00000237014,1
151069,ENSP00000264316,0
5405,ENSP00000315212,0
2267,ENSP00000315212,0
11243969,ENSP00000226413,0
97272,ENSP00000364898,0
5283454,ENSP00000265100,0
4034,ENSP00000247207,0
6324663,ENSP00000364252,0
252716,ENSP00000336687,0
5152,ENSP00000285381,0
60769,ENSP00000353770,0
5381,ENSP00000370213,0
4991,ENSP00000260118,0
135018,ENSP00000332816,0
1117,ENSP00000225275,1
443872,ENSP00000303830,0
11707110,ENSP00000262948,1
5074,ENSP00000363965,0
148121,ENSP00000392411,0
942,ENSP00000384708,0
122187,ENSP00000248923,0
3913,ENSP00000322898,0
9865515,ENSP00000333982,0
19910,ENSP00000227868,0
1051,ENSP00000322991,1
44404987,ENSP00000309148,0
5314,ENSP00000264381,1
5330286,ENSP00000380247,0
4488,ENSP00000302811,0
2583,ENSP00000306866,0
753,ENSP00000352401,1
150310,ENSP00000341390,1
3042,ENSP00000000233,0
1117,ENSP00000223366,1
753,ENSP00000258418,1
65243,ENSP00000326219,0
160,ENSP00000302846,1
1117,ENSP00000366124,1
144,ENSP00000389948,0
3748,ENSP00000307822,0
5032,ENSP00000323780,0
107706,ENSP00000262352,0
122296,ENSP00000359976,0
5304,ENSP00000310219,0
16135499,ENSP00000327246,0
2477,ENSP00000316244,1
6446,ENSP00000360247,0
1683,ENSP00000303208,0
2913,ENSP00000256906,1
5991,ENSP00000343925,1
131432,ENSP00000356853,0
3675,ENSP00000236671,0
2249,ENSP00000260985,0
5359371,ENSP00000232975,0
4630,ENSP00000331201,0
753,ENSP00000264690,0
3562,ENSP00000362273,0
5894,ENSP00000306866,0
104973,ENSP00000263182,0
22258,ENSP00000332812,0
757,ENSP00000270776,0
5202,ENSP00000305877,1
9966051,ENSP00000335357,0
4534,ENSP00000268035,1
44404987,ENSP00000260116,0
60961,ENSP00000406220,0
5352624,ENSP00000331103,0
36314,ENSP00000265724,1
2978,ENSP00000343925,0
1690,ENSP00000264381,0
312,ENSP00000344220,1
103535,ENSP00000232217,0
667467,ENSP00000354859,1
1893,ENSP00000233627,0
4919,ENSP00000295087,0
60791,ENSP00000325312,1
643976,ENSP00000272298,1
4402,ENSP00000301974,0
5280360,ENSP00000338072,1
801,ENSP00000364486,0
59693,ENSP00000255030,0
72968,ENSP00000397582,0
2561,ENSP00000261465,1
3985498,ENSP00000353224,0
6000,ENSP00000347754,1
312,ENSP00000264382,1
961,ENSP00000315212,0
119058,ENSP00000236671,0
179837,ENSP00000257770,0
4946,ENSP00000358301,1
298,ENSP00000329684,1
2154,ENSP00000309591,0
5281708,ENSP00000292427,0
2462,ENSP00000276198,0
4745,ENSP00000306881,0
4865,ENSP00000288135,0
247,ENSP00000431418,0
644345,ENSP00000254719,0
1548943,ENSP00000377192,0
6834,ENSP00000290765,0
123631,ENSP00000360317,0
2145,ENSP00000327801,0
2725,ENSP00000380247,1
753,ENSP00000350928,1
2585,ENSP00000306662,1
4253,ENSP00000353007,0
26644,ENSP00000268251,0
9799453,ENSP00000277480,0
5163,ENSP00000274192,0
637542,ENSP00000282957,0
5994,ENSP00000325120,1
5512,ENSP00000176183,0
5284596,ENSP00000308583,0
11626560,ENSP00000317272,1
3869,ENSP00000368766,1
3547,ENSP00000256383,0
4330,ENSP00000322617,0
68740,ENSP00000292427,0
4865,ENSP00000337915,1
5282280,ENSP00000245206,0
1117,ENSP00000372326,1
5202,ENSP00000363431,1
774,ENSP00000292301,1
311,ENSP00000344193,1
3404,ENSP00000273430,0
24466,ENSP00000396308,1
108182,ENSP00000370989,0
8758,ENSP00000370938,0
6013,ENSP00000301141,1
3494,ENSP00000255380,1
4184,ENSP00000380247,1
1080,ENSP00000381607,1
